ID,Source,Customer Segment,Membership Type,Membership Level,Affiliation,IsActive,Gender,Citizenship,Age,Lifetime Days,Has Linkedin,City,Industry,Interviewed,Pathfinder Assigned,Customer Call Status,Languages,Completeness,Country,Country Code,Continent Code,Longitude,Latitude,Continent
321,RoomMaster,Existing Room member,Premium Paying,Young Leader,LP Nairobi 2018,checked,male,,,214.0,,Nairobi,,,checked,Completed,,76.0%,Kenya,KE,AF,38.4313975,1.4419683,Africa
322,RoomMaster,Existing Room member,Free Trial,Senior Leader,ALN,checked,male,,,214.0,,Middleburg,,,,None,,68.0%,United States of America,US,,-100.4458825,39.7837304,North America
323,RoomMaster,XL Nairobi 2019,Free Trial,Mid-career Leader,XL Nairobi 2019,checked,female,,,214.0,,Nairobi,,,,Completed,,72.0%,Kenya,KE,AF,38.4313975,1.4419683,Africa
324,RoomMaster,Joined post-Sprint - May,Free Trial,Young Leader,ALU Alumni,checked,female,,,184.0,,Nairobi,,,,,,68.0%,Kenya,KE,AF,38.4313975,1.4419683,Africa
325,RoomMaster,Existing Room member,Free Trial,Senior Leader,ALN,checked,male,,,214.0,,Melbourne,Education,,,Completed,,76.0%,Australia,AU,OC,134.755,-24.7761086,Oceania
326,RoomMaster,LP Nairobi 2020,Premium Paying,Young Leader,LP Nairobi 2019,checked,female,,,214.0,,Nairobi,,,checked,Completed,,76.0%,Kenya,KE,AF,38.4313975,1.4419683,Africa
327,RoomMaster,Existing Room member,Free Trial,Mid-career Leader,ALN,checked,male,,40-50,214.0,,Joburg,,,,Completed,,76.0%,South Africa,ZA,AF,24.991639,-28.8166236,Africa
328,RoomMaster,Existing Room member,Free Trial,Senior Leader,Donor,checked,male,,,214.0,,Johannesburg,,,,None,,72.0%,South Africa,ZA,AF,24.991639,-28.8166236,Africa
329,RoomMaster,Joined post-Sprint - May,Free Trial,Mid-career Leader,ALUSB Alumni,checked,female,,,184.0,,Dakar,,,,,,68.0%,Senegal,SN,AF,-14.765340959100412,14.46517725,Africa
330,RoomMaster,Existing Room member,Premium Paying,Young Leader,LP Nairobi 2018,checked,male,,,214.0,checked,Nairobi,,,checked,None,,80.0%,Kenya,KE,AF,38.4313975,1.4419683,Africa
331,RoomMaster,XL Nairobi 2018,Free Trial,Young Leader,XL Nairobi 2018,checked,female,,20-30,214.0,,Boston,,,,Completed,,72.0%,United States of America,US,,-100.4458825,39.7837304,North America
332,RoomMaster,XL Nairobi 2019,Free Trial,Young Leader,XL Nairobi 2019,checked,female,,,214.0,,Nairobi,,,,None,,72.0%,Kenya,KE,AF,38.4313975,1.4419683,Africa
333,RoomMaster,LP Nairobi 2020,Premium Paying,Young Leader,LP Nairobi 2019,checked,female,,,214.0,,Nairobi,Education,,checked,Completed,,80.0%,Kenya,KE,AF,38.4313975,1.4419683,Africa
334,RoomMaster,Joined post-Sprint - July,Free Trial,Mid-career Leader,Corporate Partner,checked,female,,,123.0,,Kigali,,,,,,68.0%,Rwanda,RW,AF,30.0644358,-1.9646631,Africa
335,RoomMaster,ALU staff,Staff Membership,Mid-career Leader,AL Staff,checked,female,,,214.0,,Moka,Education,,,Completed,,76.0%,Mauritius,MU,AF,57.5703566,-20.2759451,Africa
336,RoomMaster,XL Nairobi 2018,Free Trial,Mid-career Leader,XL Nairobi 2018,checked,female,,,214.0,,Nairobi,,,,Completed,,72.0%,Kenya,KE,AF,38.4313975,1.4419683,Africa
337,RoomMaster,Existing Room member,Free Trial,Senior Leader,ALN,checked,female,,,171.0,,Johannesburg,,,,#REF!,,48.0%,Unknown,,,,,
338,RoomMaster,Existing Room member,Founding Member,Mid-career Leader,The Room,checked,male,,40-50,366.0,,Cape Town,,Interview,checked,Completed,English,88.0%,South Africa,ZA,AF,24.991639,-28.8166236,Africa
339,RoomMaster,XL Dakar,Free Trial,Mid-career Leader,XL Dakar,checked,male,,,214.0,,,,,,None,,68.0%,Mauritania,MR,AF,-9.2399263,20.2540382,Africa
340,RoomMaster,XL Nairobi 2018,Free Trial,Mid-career Leader,XL Nairobi 2018,checked,male,,,214.0,,Nairobi,,,,None,,72.0%,Kenya,KE,AF,38.4313975,1.4419683,Africa
341,RoomMaster,The Room staff,Staff Membership,Young Leader,AL Staff,checked,female,,20-30,214.0,,,,,,Completed,,72.0%,Senegal,SN,AF,-14.765340959100412,14.46517725,Africa
342,RoomMaster,Existing Room member,Founding Member,Senior Leader,,checked,male,,,366.0,,Salt Lake City,,,,Completed,,64.0%,United States of America,US,,-100.4458825,39.7837304,North America
343,RoomMaster,Existing Room member,Free Trial,Young Leader,ALU Alumni,checked,female,,,214.0,,Nairobi,,,,None,,72.0%,Kenya,KE,AF,38.4313975,1.4419683,Africa
344,RoomMaster,Existing Room member,Free Trial,Senior Leader,ALN,checked,female,,,214.0,,London,,,,None,,72.0%,United Kingdom,GB,EU,-3.2765753,54.7023545,Europe
345,RoomMaster,Joined post-Sprint - May,Free Trial,Mid-career Leader,ALUSB Alumni,checked,female,,,184.0,,Kigali,,,checked,,,72.0%,Rwanda,RW,AF,30.0644358,-1.9646631,Africa
346,RoomMaster,XL Dakar,Free Trial,Mid-career Leader,XL Dakar,checked,female,,30-40,214.0,,Dakar,,,checked,Completed,,80.0%,Senegal,SN,AF,-14.765340959100412,14.46517725,Africa
347,RoomMaster,Existing Room member,Founding Member,Senior Leader,,checked,male,,,366.0,,Nairobi,,,,Completed,,68.0%,Kenya,KE,AF,38.4313975,1.4419683,Africa
348,RoomMaster,Existing Room member,Free Trial,Senior Leader,ALN,checked,female,,,214.0,,Minneapolis,,,,None,,68.0%,United States of America,US,,-100.4458825,39.7837304,North America
349,RoomMaster,XL Nairobi 2018,Free Trial,Mid-career Leader,XL Nairobi 2018,checked,male,,,214.0,,Nairobi,Environmental,,,None,,76.0%,Kenya,KE,AF,38.4313975,1.4419683,Africa
350,RoomMaster,,Staff Membership,Young Leader,AL Staff,checked,female,,,31.0,,,,,,,,36.0%,Unknown,,,,,
351,RoomMaster,XL Nairobi 2018,Free Trial,Mid-career Leader,XL Nairobi 2018,checked,male,,,214.0,,Nairobi,Computer,,,Completed,,76.0%,Kenya,KE,AF,38.4313975,1.4419683,Africa
352,RoomMaster,Joined post-Sprint - May,Staff Membership,Mid-career Leader,AL Staff,checked,female,,,184.0,,Kigali,Education,,,,,72.0%,Rwanda,RW,AF,30.0644358,-1.9646631,Africa
353,RoomMaster,,Staff Membership,Mid-career Leader,AL Staff,checked,female,,,92.0,,,,,,,,56.0%,United States of America,US,,-100.4458825,39.7837304,North America
354,RoomMaster,Existing Room member,Free Trial,Senior Leader,School of Wildlife Conservation,checked,male,,,214.0,,Nairobi,,,,None,,72.0%,Kenya,KE,AF,38.4313975,1.4419683,Africa
355,RoomMaster,The Room staff,Staff Membership,Mid-career Leader,AL Staff,checked,male,,,214.0,,,,,,None,,68.0%,Mauritius,MU,AF,57.5703566,-20.2759451,Africa
356,RoomMaster,The Room staff,Staff Membership,Mid-career Leader,AL Staff,checked,male,,,214.0,,,,,,None,,68.0%,Ethiopia,ET,AF,38.6521203,10.2116702,Africa
357,RoomMaster,Existing Room member,Premium Paying,Mid-career Leader,Donor,checked,female,,40-50,214.0,,Abidjan,,,checked,Completed,French; English,84.0%,Cote d'Ivoire,CI,AF,-5.5679458,7.9897371,Africa
358,RoomMaster,XL Nairobi 2018,Free Trial,Mid-career Leader,XL Nairobi 2018,checked,male,,,214.0,,Nairobi,,,,None,,72.0%,Kenya,KE,AF,38.4313975,1.4419683,Africa
359,RoomMaster,The Room staff,Staff Membership,Mid-career Leader,AL Staff,checked,female,,,214.0,,,,,,Completed,,68.0%,South Africa,ZA,AF,24.991639,-28.8166236,Africa
360,RoomMaster,,Staff Membership,Young Leader,AL Staff,checked,female,,,31.0,,,,,,,,36.0%,Unknown,,,,,
361,RoomMaster,Existing Room member,Founding Member,Senior Leader,ALN,checked,female,,40-50,366.0,,Nairobi,,,,None,,76.0%,Kenya,KE,AF,38.4313975,1.4419683,Africa
362,RoomMaster,XL Dakar,Free Trial,Mid-career Leader,XL Dakar,checked,male,,,214.0,,,,,,#REF!,,68.0%,Senegal,SN,AF,-14.765340959100412,14.46517725,Africa
363,RoomMaster,XL Dakar,Free Trial,Mid-career Leader,XL Dakar,checked,male,,30-40,214.0,,Dakar,,,,Completed,,76.0%,Senegal,SN,AF,-14.765340959100412,14.46517725,Africa
364,RoomMaster,Existing Room member,Free Trial,Young Leader,ALA Alumni,checked,male,,,214.0,,New York City,,,,None,,68.0%,United States of America,US,,-100.4458825,39.7837304,North America
365,RoomMaster,ALU staff,Staff Membership,Mid-career Leader,AL Staff,checked,female,,,214.0,,Port Louis,Education,,,Completed,,76.0%,Mauritius,MU,AF,57.5703566,-20.2759451,Africa
366,RoomMaster,,Staff Membership,Mid-career Leader,AL Staff,checked,male,,,61.0,,,,,,,,36.0%,Unknown,,,,,
367,RoomMaster,Existing Room member,Free Trial,Young Leader,ALA Alumni,checked,female,,,214.0,,Nairobi,,,,None,,72.0%,Kenya,KE,AF,38.4313975,1.4419683,Africa
368,RoomMaster,XL Lagos,Free Trial,Mid-career Leader,XL Lagos,checked,female,,,214.0,,Lagos,,,,None,,72.0%,Nigeria,NG,AF,7.9999721,9.6000359,Africa
369,RoomMaster,Existing Room member,Founding Member,Senior Leader,Donor,checked,female,,,366.0,,Johannesburg,,,,None,,72.0%,South Africa,ZA,AF,24.991639,-28.8166236,Africa
370,RoomMaster,,Staff Membership,Mid-career Leader,AL Staff,checked,female,,,61.0,,,,,,,,60.0%,United Kingdom,GB,EU,-3.2765753,54.7023545,Europe
371,RoomMaster,ALU staff,Staff Membership,Mid-career Leader,AL Staff,checked,female,,,214.0,,Kigali,Education,,checked,None,,80.0%,Rwanda,RW,AF,30.0644358,-1.9646631,Africa
372,RoomMaster,The Room staff,Staff Membership,Mid-career Leader,AL Staff,checked,female,,30-40,214.0,,Dubai,Education,,,Completed,,80.0%,United Arab Emirates,AE,AS,53.9994829,24.0002488,Asia
373,RoomMaster,Existing Room member,Founding Member,Senior Leader,ALN,checked,male,,,366.0,,London,Consulting,,,None,,76.0%,United Kingdom,GB,EU,-3.2765753,54.7023545,Europe
374,RoomMaster,Existing Room member,Founding Member,Senior Leader,ALN,checked,male,,,366.0,,Johannesburg,,,checked,Completed,,76.0%,South Africa,ZA,AF,24.991639,-28.8166236,Africa
375,RoomMaster,Existing Room member,Free Trial,Senior Leader,Donor,checked,male,,,214.0,,Dedham,,,,Completed,,68.0%,United States of America,US,,-100.4458825,39.7837304,North America
376,RoomMaster,ALU staff,Staff Membership,Mid-career Leader,AL Staff,checked,male,,,214.0,,,Education,,,None,,72.0%,Rwanda,RW,AF,30.0644358,-1.9646631,Africa
377,RoomMaster,LP Nairobi 2020,Premium Paying,Young Leader,LP Nairobi 2019,checked,male,,,214.0,,,,,checked,None,,72.0%,Kenya,KE,AF,38.4313975,1.4419683,Africa
378,RoomMaster,XL Nairobi 2019,Free Trial,Young Leader,XL Nairobi 2019,checked,female,,,214.0,,Nairobi,,,,None,,72.0%,Kenya,KE,AF,38.4313975,1.4419683,Africa
379,RoomMaster,Existing Room member,Free Trial,,ALN,checked,female,,,171.0,,Kampala,,,,Completed,,68.0%,Uganda,UG,AF,32.2166578,1.5333554,Africa
380,RoomMaster,XL Nairobi 2019,Free Trial,Mid-career Leader,XL Nairobi 2019,checked,female,,,214.0,,Nairobi,Insurance,,,None,,76.0%,Kenya,KE,AF,38.4313975,1.4419683,Africa
381,RoomMaster,AIIP 2018,Free Trial,Young Leader,AIIP 2018,checked,female,,,214.0,,,,,,None,,68.0%,Kenya,KE,AF,38.4313975,1.4419683,Africa
382,RoomMaster,AIIP 2018,Free Trial,Young Leader,AIIP 2018,checked,male,,,214.0,,,,,checked,Completed,,72.0%,Uganda,UG,AF,32.2166578,1.5333554,Africa
383,RoomMaster,Existing Room member,Founding Member,Senior Leader,ALN,checked,male,,,366.0,,Nairobi,,,,Completed,,72.0%,Kenya,KE,AF,38.4313975,1.4419683,Africa
384,RoomMaster,Existing Room member,Free Trial,Senior Leader,ALN,checked,female,,,214.0,checked,Sandton,,,,None,,76.0%,South Africa,ZA,AF,24.991639,-28.8166236,Africa
385,RoomMaster,Existing Room member,Founding Member,Senior Leader,ALN,checked,male,,,366.0,,Cape Town,,,,None,,72.0%,South Africa,ZA,AF,24.991639,-28.8166236,Africa
386,RoomMaster,Existing Room member,Founding Member,Senior Leader,ALN,checked,female,,50-60,366.0,,Lagos,,,checked,Completed,,80.0%,Nigeria,NG,AF,7.9999721,9.6000359,Africa
387,RoomMaster,XL Lagos,Free Trial,Mid-career Leader,XL Lagos,checked,male,,,214.0,checked,Lagos,,,,None,,76.0%,Nigeria,NG,AF,7.9999721,9.6000359,Africa
388,RoomMaster,Existing Room member,Founding Member,Senior Leader,ALN,checked,female,,,366.0,,Lusaka,,,,None,,72.0%,Zambia,ZM,AF,27.5589884,-14.5189121,Africa
389,RoomMaster,Joined post-Sprint - May,Free Trial,Young Leader,ALU Alumni,checked,male,,,184.0,,Maseru,,,,,,68.0%,Lesotho,LS,AF,28.3350193,-29.6039267,Africa
390,RoomMaster,XL Dakar,Free Trial,Mid-career Leader,XL Dakar,checked,female,,30-40,214.0,,Dakar,,,,Completed,,76.0%,Senegal,SN,AF,-14.765340959100412,14.46517725,Africa
391,RoomMaster,XL Dakar,Free Trial,Mid-career Leader,XL Dakar,checked,male,,,214.0,,,,,,None,,68.0%,Senegal,SN,AF,-14.765340959100412,14.46517725,Africa
392,RoomMaster,Existing Room member,Founding Member,Senior Leader,ALN,,female,,,366.0,,Lagos,,,,Completed,,68.0%,Nigeria,NG,AF,7.9999721,9.6000359,Africa
393,RoomMaster,Joined post-Sprint - May,Free Trial,Young Leader,ALU Alumni,checked,male,,,184.0,checked,Maseru,,,,,,72.0%,Lesotho,LS,AF,28.3350193,-29.6039267,Africa
394,RoomMaster,Existing Room member,Founding Member,Senior Leader,ALN,checked,female,,,366.0,,Nairobi,,,,Completed,,72.0%,Kenya,KE,AF,38.4313975,1.4419683,Africa
395,RoomMaster,XL Nairobi 2020,Free Trial,Mid-career Leader,XL Nairobi 2020,checked,male,,,214.0,,Nairobi,,,,None,,72.0%,Kenya,KE,AF,38.4313975,1.4419683,Africa
396,RoomMaster,Existing Room member,Free Trial,Senior Leader,ALN,checked,male,,,214.0,,Nairobi,,,,None,,72.0%,Kenya,KE,AF,38.4313975,1.4419683,Africa
397,RoomMaster,,Free Trial,Young Leader,AL Staff,checked,male,,,153.0,,,,,,,,60.0%,Kenya,KE,AF,38.4313975,1.4419683,Africa
398,RoomMaster,Existing Room member,Founding Member,Senior Leader,,checked,male,,,366.0,checked,Cape Town,,,,Completed,,72.0%,South Africa,ZA,AF,24.991639,-28.8166236,Africa
399,RoomMaster,Existing Room member,Founding Member,Senior Leader,ALN,checked,female,,,366.0,,,,,,None,,68.0%,Ethiopia,ET,AF,38.6521203,10.2116702,Africa
400,RoomMaster,Existing Room member,Free Trial,,ALN,checked,male,,,171.0,,Manchester,,,,#REF!,,68.0%,British,CI,AF,-3.0811001,51.7252449,Africa
401,RoomMaster,XL Nairobi 2019,Free Trial,Mid-career Leader,XL Nairobi 2019,checked,female,,,214.0,,Nairobi,,,,None,,72.0%,Kenya,KE,AF,38.4313975,1.4419683,Africa
402,RoomMaster,Existing Room member,Founding Member,Senior Leader,ALN,,male,,,366.0,,Johannesburg,,,,None,,68.0%,South Africa,ZA,AF,24.991639,-28.8166236,Africa
403,RoomMaster,Joined post-Sprint - May,Free Trial,Young Leader,ALU Alumni,checked,male,,,184.0,,Freetown,,,,,,68.0%,Sierra Leone,SL,AF,-11.8400269,8.6400349,Africa
404,RoomMaster,AIIP 2019,Free Trial,Mid-career Leader,AIIP 2019,checked,male,,,214.0,,,,,,None,,68.0%,South Africa,ZA,AF,24.991639,-28.8166236,Africa
405,RoomMaster,Joined post-Sprint - June,Free Trial,Young Leader,ALU Alumni,checked,male,,,153.0,,Toulouse,,,,,,68.0%,France,FR,EU,1.8883335,46.603354,Europe
406,RoomMaster,LP Nairobi 2020,Premium Paying,Young Leader,LP Nairobi 2019,checked,female,,,214.0,,,,,checked,None,,72.0%,Kenya,KE,AF,38.4313975,1.4419683,Africa
407,RoomMaster,,Premium Paying,Young Leader,LP Nairobi 2019,checked,male,,,61.0,,,,,,,,36.0%,Unknown,,,,,
408,RoomMaster,Existing Room member,Founding Member,Senior Leader,,checked,female,,40-50,366.0,checked,Johannesburg,,,,Completed,Afrikaans; English; Northern Sotho; Setswana; Southern Sotho; Xhosa; Zulu,80.0%,South Africa,ZA,AF,24.991639,-28.8166236,Africa
409,RoomMaster,XL Nairobi 2019,Free Trial,Mid-career Leader,XL Nairobi 2019,,female,,,214.0,,Nairobi,,,,None,,68.0%,Kenya,KE,AF,38.4313975,1.4419683,Africa
410,RoomMaster,DSLP Nairobi 2020,Free Trial,Young Leader,DSLP Nairobi 2020,checked,female,,,214.0,,Nairobi,,,,Completed,,72.0%,Kenya,KE,AF,38.4313975,1.4419683,Africa
411,RoomMaster,AIIP 2019,Free Trial,Mid-career Leader,AIIP 2019,checked,female,,30-40,214.0,,Johannesburg,,,,Completed,,76.0%,South Africa,ZA,AF,24.991639,-28.8166236,Africa
412,RoomMaster,Existing Room member,Premium Paying,Young Leader,LP Nairobi 2018,checked,male,,,214.0,checked,Nairobi,,,checked,None,,80.0%,Kenya,KE,AF,38.4313975,1.4419683,Africa
413,RoomMaster,Existing Room member,Free Trial,Young Leader,ALU Alumni,checked,female,,,214.0,,Accra,,,,None,,72.0%,Ghana,GH,AF,-1.0840975468820433,7.857371,Africa
414,RoomMaster,AIIP 2018,Free Trial,Mid-career Leader,AIIP 2018,checked,male,,,214.0,checked,,,,,None,,72.0%,Nigeria,NG,AF,7.9999721,9.6000359,Africa
415,RoomMaster,LP Nairobi 2018,Premium Paying,Young Leader,LP Nairobi 2018,checked,male,,,214.0,checked,,,,checked,None,,76.0%,Kenya,KE,AF,38.4313975,1.4419683,Africa
416,RoomMaster,Existing Room member,Founding Member,Young Leader,,checked,female,,,366.0,,Hanoi,,,,Completed,,68.0%,Vietnam,VN,AS,108.4265113,13.2904027,Asia
417,RoomMaster,Existing Room member,Premium Paying,Mid-career Leader,ALUSB Alumni,checked,male,,40-50,214.0,checked,Lusaka,,,checked,Completed,English,88.0%,Zambia,ZM,AF,27.5589884,-14.5189121,Africa
418,RoomMaster,Existing Room member,Premium Paying,Mid-career Leader,ALN,checked,female,,40-50,214.0,checked,Lagos,,,checked,Completed,,84.0%,Nigeria,NG,AF,7.9999721,9.6000359,Africa
419,RoomMaster,LP Nairobi 2020,Premium Paying,Young Leader,LP Nairobi 2019,checked,female,,20-30,214.0,,Nairobi,Education,,checked,Completed,,84.0%,Kenya,KE,AF,38.4313975,1.4419683,Africa
420,RoomMaster,Existing Room member,Free Trial,Young Leader,ALA Alumni,checked,female,,,214.0,,Nairobi,,,,None,,72.0%,Kenya,KE,AF,38.4313975,1.4419683,Africa
421,RoomMaster,XL Dakar,Free Trial,Mid-career Leader,XL Dakar,checked,male,,,214.0,,Dakar,,,,Completed,,72.0%,Senegal,SN,AF,-14.765340959100412,14.46517725,Africa
422,RoomMaster,Existing Room member,Founding Member,Senior Leader,ALN,checked,female,,,366.0,,,,,,None,,64.0%,United States of America,US,,-100.4458825,39.7837304,North America
423,RoomMaster,XL Dakar,Free Trial,Mid-career Leader,XL Dakar,checked,,,,214.0,,,,,,None,,64.0%,Senegal,SN,AF,-14.765340959100412,14.46517725,Africa
424,RoomMaster,Existing Room member,Founding Member,Mid-career Leader,ALUSB Alumni,checked,male,,,366.0,checked,Kigali,,,,Completed,,76.0%,Rwanda,RW,AF,30.0644358,-1.9646631,Africa
425,RoomMaster,Existing Room member,Free Trial,Mid-career Leader,Staff Alumni,checked,female,,,214.0,,,,,,Completed,,64.0%,United States of America,US,,-100.4458825,39.7837304,North America
426,RoomMaster,Existing Room member,Premium Paying,Young Leader,LP Nairobi 2018,checked,female,,,214.0,checked,Nairobi,,,checked,None,,80.0%,Kenya,KE,AF,38.4313975,1.4419683,Africa
427,RoomMaster,XL Dakar,Free Trial,Mid-career Leader,XL Dakar,checked,male,,,214.0,,,,,,None,,68.0%,Senegal,SN,AF,-14.765340959100412,14.46517725,Africa
428,RoomMaster,AIIP 2019,Free Trial,Mid-career Leader,AIIP 2019,,female,,,214.0,,,,,,None,,64.0%,Nigeria,NG,AF,7.9999721,9.6000359,Africa
429,RoomMaster,Joined post-Sprint - May,Free Trial,Young Leader,ALU Alumni,checked,male,,,184.0,,Accra,,,,,,68.0%,Mauritius,MU,AF,57.5703566,-20.2759451,Africa
430,RoomMaster,LP Nairobi 2020,Premium Paying,Young Leader,LP Nairobi 2019,checked,male,,,214.0,,,,,checked,None,,72.0%,Kenya,KE,AF,38.4313975,1.4419683,Africa
431,RoomMaster,AIIP 2018,Free Trial,Mid-career Leader,AIIP 2018,checked,male,,30-40,214.0,,Springs,,,,Completed,,76.0%,South Africa,ZA,AF,24.991639,-28.8166236,Africa
432,RoomMaster,XL Dakar,Free Trial,Mid-career Leader,XL Dakar,checked,male,,30-40,214.0,,Saint Louis - Louga,,,,Completed,,76.0%,Senegal,SN,AF,-14.765340959100412,14.46517725,Africa
433,RoomMaster,AIIP 2020,Free Trial,Young Leader,AIIP 2020,checked,male,,,214.0,,,,,,None,,68.0%,Uganda,UG,AF,32.2166578,1.5333554,Africa
434,RoomMaster,Existing Room member,Founding Member,Mid-career Leader,ALN,checked,female,,,366.0,,Gaborone,,,,Completed,,72.0%,Botswana,BW,AF,24.5928742,-23.1681782,Africa
435,RoomMaster,Existing Room member,Premium Paying,Young Leader,LP Nairobi 2018,checked,female,,,214.0,,Nairobi,,,checked,Completed,,76.0%,Kenya,KE,AF,38.4313975,1.4419683,Africa
436,RoomMaster,AIIP 2019,Free Trial,Young Leader,AIIP 2019,checked,female,,,214.0,,,,,,None,,68.0%,Zimbabwe,ZW,AF,29.35365015971339,-19.01688,Africa
437,RoomMaster,Existing Room member,Founding Member,Senior Leader,ALN,checked,male,,,366.0,,Banjul,,,,None,,72.0%,Gambia,GM,AF,-16.118732162564726,13.44294275,Africa
438,RoomMaster,The Room staff,Staff Membership,Young Leader,AL Staff,checked,female,,20-30,214.0,,Accra,,,,None,,76.0%,Ghana,GH,AF,-1.0840975468820433,7.857371,Africa
439,RoomMaster,Existing Room member,Premium Paying,Mid-career Leader,ALN,checked,male,,,214.0,,Atlanta,,,checked,Completed,,72.0%,United States of America,US,,-100.4458825,39.7837304,North America
440,RoomMaster,Existing Room member,Founding Member,Senior Leader,ALN,checked,male,,,366.0,,Lagos,,,,Completed,,72.0%,Nigeria,NG,AF,7.9999721,9.6000359,Africa
441,RoomMaster,XL Lagos,Free Trial,Mid-career Leader,XL Lagos,checked,female,,,214.0,,Lagos,,,checked,None,,76.0%,Nigeria,NG,AF,7.9999721,9.6000359,Africa
442,RoomMaster,AIIP 2020,Free Trial,Young Leader,AIIP 2020,checked,male,,,214.0,,,,,,None,,68.0%,South Africa,ZA,AF,24.991639,-28.8166236,Africa
443,RoomMaster,XL Nairobi 2018,Free Trial,Mid-career Leader,XL Nairobi 2018,checked,female,,,214.0,,Nairobi,,,,None,,72.0%,Kenya,KE,AF,38.4313975,1.4419683,Africa
444,RoomMaster,XL Nairobi 2019,Free Trial,Mid-career Leader,XL Nairobi 2019,checked,female,,,214.0,,Nairobi,Insurance,,,None,,76.0%,Kenya,KE,AF,38.4313975,1.4419683,Africa
445,RoomMaster,LP Nairobi 2020,Premium Paying,Young Leader,LP Nairobi 2019,checked,male,,20-30,214.0,,Nairobi,,,checked,Completed,,80.0%,Kenya,KE,AF,38.4313975,1.4419683,Africa
446,RoomMaster,LP Nairobi 2020,Premium Paying,Young Leader,LP Nairobi 2019,checked,male,,,214.0,,,,,checked,None,,72.0%,Kenya,KE,AF,38.4313975,1.4419683,Africa
447,RoomMaster,The Room staff,Staff Membership,Mid-career Leader,AL Staff,checked,male,,,214.0,,,,,,Completed,,68.0%,Kenya,KE,AF,38.4313975,1.4419683,Africa
448,RoomMaster,AIIP 2020,Free Trial,Young Leader,AIIP 2020,checked,male,,,214.0,,,,,,None,,68.0%,Nigeria,NG,AF,7.9999721,9.6000359,Africa
449,RoomMaster,LP Nairobi 2018,Free Trial,Young Leader,LP Nairobi 2019,checked,female,,,214.0,,,,,,None,,68.0%,Kenya,KE,AF,38.4313975,1.4419683,Africa
450,RoomMaster,Joined post-Sprint - May,Free Trial,Mid-career Leader,ALUSB Alumni,checked,male,,,184.0,,Johannesburg,,,,,,68.0%,South Africa,ZA,AF,24.991639,-28.8166236,Africa
451,RoomMaster,Existing Room member,Founding Member,Senior Leader,Donor,checked,female,,,366.0,,Lagos,,,,None,,72.0%,Nigeria,NG,AF,7.9999721,9.6000359,Africa
452,RoomMaster,Existing Room member,Founding Member,Mid-career Leader,Advisory Council,checked,male,,,366.0,,,,,,Completed,,64.0%,United States of America,US,,-100.4458825,39.7837304,North America
453,RoomMaster,LP Nairobi 2020,Premium Paying,Young Leader,LP Nairobi 2019,checked,male,,,214.0,,,,,checked,None,,72.0%,Kenya,KE,AF,38.4313975,1.4419683,Africa
454,RoomMaster,Existing Room member,Premium Paying,Young Leader,LP Nairobi 2018,checked,male,,,214.0,checked,Nairobi,,,checked,None,,80.0%,Kenya,KE,AF,38.4313975,1.4419683,Africa
455,RoomMaster,Joined post-Sprint - May,Free Trial,Senior Leader,ALUSB Alumni,checked,male,,40-50,184.0,,Kigali,,,,,,72.0%,Rwanda,RW,AF,30.0644358,-1.9646631,Africa
456,RoomMaster,Existing Room member,Premium Paying,Young Leader,LP Nairobi 2018,checked,female,,,214.0,checked,Nairobi,,,checked,None,,80.0%,Kenya,KE,AF,38.4313975,1.4419683,Africa
457,RoomMaster,Existing Room member,Founding Member,Senior Leader,Donor,checked,male,,,366.0,,Amsterdam,Consulting,,,None,,76.0%,Netherlands,NL,EU,5.7480821,52.5001698,Europe
458,RoomMaster,XL Nairobi 2018,Free Trial,Mid-career Leader,XL Nairobi 2018,checked,male,,,214.0,,Nairobi,,,,None,,72.0%,Kenya,KE,AF,38.4313975,1.4419683,Africa
459,RoomMaster,XL Nairobi 2018,Free Trial,Mid-career Leader,XL Nairobi 2018,checked,male,,,214.0,,Nairobi,Insurance,,,None,,76.0%,Kenya,KE,AF,38.4313975,1.4419683,Africa
460,RoomMaster,Existing Room member,Free Trial,Senior Leader,ALN,checked,female,,,214.0,,Seattle,,,,None,,68.0%,United States of America,US,,-100.4458825,39.7837304,North America
461,RoomMaster,Joined post-Sprint - May,Staff Membership,Mid-career Leader,AL Staff,checked,female,,,184.0,,Pamplemousses,Education,,,,,72.0%,Mauritius,MU,AF,57.5703566,-20.2759451,Africa
462,RoomMaster,Existing Room member,Founding Member,Mid-career Leader,The Room,checked,female,,,366.0,,Nairobi,Entertainment,,checked,Completed,English; Swahili,84.0%,Kenya,KE,AF,38.4313975,1.4419683,Africa
463,RoomMaster,Joined post-Sprint - July,Free Trial,Mid-career Leader,Corporate Partner,checked,female,,,123.0,,Johannesburg,,,,,,68.0%,South Africa,ZA,AF,24.991639,-28.8166236,Africa
464,RoomMaster,,Staff Membership,Young Leader,AL Staff,checked,male,,,61.0,,,,,,,,36.0%,Unknown,,,,,
465,RoomMaster,LP Nairobi 2020,Premium Paying,Young Leader,LP Nairobi 2019,checked,male,,,214.0,,,,,checked,None,,72.0%,Kenya,KE,AF,38.4313975,1.4419683,Africa
466,RoomMaster,XL Nairobi 2018,Free Trial,Mid-career Leader,XL Nairobi 2018,checked,male,,,214.0,,Nairobi,Environmental,,,None,,76.0%,Kenya,KE,AF,38.4313975,1.4419683,Africa
